review_id,asin,product_name,review_text,rating,labeled_issue,labeled_severity_score,labeled_risk_level
55,B07N82R4XZ,"FusionTech ABC 15 9570-8th Generation Intel Core i7-8750H Processor, 4k Touchscreen display, 16GB DDR4 2666MHz RAM, 512GB SSD, NVIDIA GeForce GTX 1050Ti, Windows 10 Home, Gaming Capable","The screen is gorgeous, unlike any other resolution and flushness I have ever owned. The only issue is the camera on the bottom, which has been fixed in newer models",5.0,screen,27.5,MEDIUM
56,B07N82R4XZ,"FusionTech ABC 15 9570-8th Generation Intel Core i7-8750H Processor, 4k Touchscreen display, 16GB DDR4 2666MHz RAM, 512GB SSD, NVIDIA GeForce GTX 1050Ti, Windows 10 Home, Gaming Capable","This is a great laptop. The only problem is that the audio speakers has problems some time. I will update the audio drives and update this post but headphones have no problem and I use them most of the time. I love the touchscreen I didn’t think I would use it as much, but I find my self Using it all the time.",5.0,screen,35.0,MEDIUM
57,B07RCP7ZV8,"FusionTech G7 17 Gaming Laptop (Windows 10 Home, 9th Gen Intel Core i7-9750H, NVIDIA GTX 1660 Ti 6G, 17.3"" FHD LCD Screen, 512GB SSD, 16 GB RAM) G7790-7662GRY-PUS",He really really liked the laptop and has spent nearly every waking minute on it playing his games.,5.0,general,20.0,LOW
58,B07KFGZBQ8,"FusionTech G3 15"" FHD Gaming Laptop Computer, Intel i7-8750H Up to 4.1GHz, 8GB RAM 128GB PCIe SSD + 1TB HDD NVIDIA GeForce GTX 10​60Mq, Windows 10",just buy it,5.0,general,35.0,MEDIUM
59,B07RCP7ZV8,"FusionTech G7 17 Gaming Laptop (Windows 10 Home, 9th Gen Intel Core i7-9750H, NVIDIA GTX 1660 Ti 6G, 17.3"" FHD LCD Screen, 512GB SSD, 16 GB RAM) G7790-7662GRY-PUS",Has a mic bug that causes popping but otherwise runs as advertised.,4.0,general,45.0,MEDIUM
60,B07RCP7ZV8,"FusionTech G7 17 Gaming Laptop (Windows 10 Home, 9th Gen Intel Core i7-9750H, NVIDIA GTX 1660 Ti 6G, 17.3"" FHD LCD Screen, 512GB SSD, 16 GB RAM) G7790-7662GRY-PUS","Great for games fantastic  laptop , even delivered  to me early I'm  very happy  with this purchase",5.0,overheating,27.5,MEDIUM
61,B07T3FWD22,"FusionTech ABC 15 7590 Laptop 15.6 inch, FHD InfinityEdge, 9th Gen Intel Core i7-9750H, NVIDIA GeForce GTX 1650 GDDR5, 512GB SSD, 8GB RAM, Windows 10 Home, ABC7590-7541SLV-PUS",FusionTech always is promising!,5.0,customer_service,27.5,MEDIUM
62,B07RGJ4PRJ,"FusionTech G5 15 5590 15.6 inch FHD Gaming Laptops (Black) Intel Core i5-8300H 8th Gen, 8GB RAM, 128GB SSD + 1TB HDD, NVIDIA GeForce GTX 1050Ti 4GB GDDR5 (G5590-5547BLK-PUS)","I ordered this item during holiday season when many notebook PC were on sale.<br />I saw similar items at different prices.<br />Upon receiving of product, I did a quick check. The system works, but the actual specification was lower than the one I ordered.<br />When I have more free time to double check. The issue was a reality.The CPU was sopposed to beIntel i7, I got i5.  The HDD capacity seemed smaller.",1.0,software,75.0,CRITICAL
63,B0764N2QL4,"FusionTech Worktop 15 7570 Laptop - 15.6"" LED-Backlit Display - 8th Gen Intel Core i5 - 8GB Memory - 1TB Hard Drive with 8GB cache- 4GB Nvidia Geforce 940MX","I am writing this review on this exact laptop.<br /><br />I am overall very happy with it. I have had it for a couple of years now and besides a broken screen that I had to replace (not FusionTech's fault, my son kind of jumped on top of it while I had it laying on the sofa) I don't really have anything to complain about. Even today I still think the specifications are adequate for most peoples' needs.<br /><br />Processor is 8th generation Intel i5 - not top of the line but pretty good. RAM is also enough for Windows 10, web browsing and some games now and then. It is great that it has a dedicated Nvidia Graphics Card instead of only having the on-board Intel. That right there makes a huge difference if you, like me, like to play the occasional game on your laptop. Also plenty of space on the hard drive for all your software, games, music, downloads, etc...<br /><br />The only thing I didn't like as much is all the pre-installed FusionTech software that comes with it. I made a clean installation to fix that and couldn't be happier!",5.0,screen,42.5,MEDIUM
64,B07S4CNBYM,"FusionTech Worktop 15 7000, 15.6” FHD Display, 9th Gen Intel Core i7-9750H, NVIDIA GeForce GTX 1050, 256 SSD HD, 8GB RAM (i7590-7865BLK-PUS)",I love this laptop there are no problems so far. The only thing is that the SSD is only 256GB which is too little bit of space for a laptop. I will have to upgrade the SSD to a 2TB later on.,5.0,general,20.0,LOW
65,B07VTZXG4C,"FusionTech ABC 15 7590 Laptop 15.6"" Intel i7-9750H NVIDIA GTX 1650 512GB SSD 16GB RAM FHD 1920x1080 500-Nits Windows 10 PRO","This is a very nice laptop, not too heavy, great performance, brilliant screen.  Did not want touch screen.<br />Replace my 5 year old Macbook Pro which failed.  Figured I would go all MSFT Windows since my desktop is WIndows.  No more awkward transitions between them.  Highly recommend this machine.",5.0,screen,57.5,HIGH
66,B06XFG7157,"FusionTech Worktop 15 5000 5577 Gaming Laptop - (15.6"" Full HD (1920x1080), Intel Quad-Core i5-7300HQ Processor, 1TB HDD, 8GB DDR4 DRAM, NVIDIA GeForce GTX 1050 4GB VRAM, Windows 10","From day one it has been the worst computer I've ever purchased. I purchased a gaming computer so my other systems would run a little faster and my videos might look and play better. Everything runs slow. The wait time to get email is a waste of time and I am constantly restarting the computer (and that is a 10-15 min loss to my day). I contacted tech support but never heard back. I gave up and went back to my old computer. I don't know if it's a FusionTech issue but this computer is a lemon. Movies, email and word all load faster on my cell phone without freezing.",1.0,performance,100.0,CRITICAL
67,B07R7XCZD7,"FusionTech G7 17 Gaming Laptop (Windows 10 Home, 9th Gen Intel Core i7-9750H, NVIDIA GTX 1660 Ti 6G, 17.3"" FHD LCD Screen, 512GB SSD, 16 GB RAM) G7790-7662GRY-PUS",Great computer! Highly recommended,5.0,general,20.0,LOW
68,B07WDYHBXN,"FusionTech Mercury 15 5590, 10th Generation Intel Core i7-10510U, 15.6-Inch FHD (1920 X 1080), 16GB DDR4 2666MHz, 512 SSD, NVIDIA GeForce MX250 2GB GDDR5, v5590-7340GRY-PUS",Great value!,5.0,value,27.5,MEDIUM
69,B07PZQ9LSN,"FusionTech Worktop 15 5000 Laptop, 15.6-Inch FHD (1920 X 1080) IPS, Intel i7-8565, Nvidia(R) Geforce(R) MX250 with 2GB Gddr, 8GB DDR4 RAM, 128 GB SSD+1TB HD","Bought this for work and I am quite impressed, super fast, great keyboard with backlighting, great display. Handles all of my music production software with ease. Definite recommend!",5.0,screen,42.5,MEDIUM
70,B07R7XCZD7,"FusionTech G7 17 Gaming Laptop (Windows 10 Home, 9th Gen Intel Core i7-9750H, NVIDIA GTX 1660 Ti 6G, 17.3"" FHD LCD Screen, 512GB SSD, 16 GB RAM) G7790-7662GRY-PUS",Works fine for what I need it. I've had it for about a month. Plays all my games well (though I could see it struggling with newer games). Gets hot when gaming but that's too be expected. The only issue I had was intermittent wifi but I fixed that by uninstalling Smartbyte. That solved it.,4.0,overheating,52.5,HIGH
71,B07R7XCZD7,"FusionTech G7 17 Gaming Laptop (Windows 10 Home, 9th Gen Intel Core i7-9750H, NVIDIA GTX 1660 Ti 6G, 17.3"" FHD LCD Screen, 512GB SSD, 16 GB RAM) G7790-7662GRY-PUS",Upgraded my husband from a dinosaur laptop to this one. Went from an i3 processor to i7. He's much happier running his games on steam now.,5.0,software,35.0,MEDIUM
72,B07FZFGB5V,"FusionTech ABC 15 9570 15.6"" 4K UHD TouchScreen Laptop: Core i7-8750H, 32GB RAM, 1TB SSD, NVIDIA GTX 1050Ti, Backlit Keyboard, Fingerprint Reader, Windows 10","Got this for video editing Premiere Pro and After Effects, and it did not disappoint! Great laptop.<br />These programs can use the Nvidia CUDA setting to boost the performance of video render times significantly (turning what used to be an hour's worth of CPU-based rendering into a few minutes of GPU based rendering), as well as previewing things in real-time way faster and smoother than my old laptop.",5.0,performance,42.5,MEDIUM
73,B015PYZX0C,"Advance AW13R2-8344SLV 13-Inch QHD+ Touchscreen Laptop (6th Generation Intel Core i7, 16 GB RAM, 256 GB SSD, NVIDIA GeForce GTX 960M,Windows 10 Home), Silver","Just look up an Asus A15, compare the specs and price, thank me later.",1.0,value,67.5,HIGH
74,B07MH94QFB,"FusionTech ABC9570-5632SLV-PUS 15.6"" Traditional Laptop (Silver) 8th Gen i5-8300H Processor-Win 10 Home-8GB Memory-256GB SSD HD-Backlit Keyboard-6 Cell Battery; NVIDIA GeForce GTX 1050 with 4GB GDDR5","I regret buying a FusionTech. Flaky charging port, does not power up sometimes, have to keep trying, returned and got a replacement but the replacement has the same traits...worst keyboard ever...too flat...customer support is the worst, They kept forwarding my case until I ended up with the same guy again, what a shame...looking at specs I was enticed to go for FusionTech xps15 compared to Mac but the fact is that it doesn’t matter about all these specs, quality in all aspects , hard to beat a Mac",1.0,battery,100.0,CRITICAL
75,B07RCP7ZV8,"FusionTech G7 17 Gaming Laptop (Windows 10 Home, 9th Gen Intel Core i7-9750H, NVIDIA GTX 1660 Ti 6G, 17.3"" FHD LCD Screen, 512GB SSD, 16 GB RAM) G7790-7662GRY-PUS",Product purchased was like new missing manual.  Arrived packaged with no charging cable no method to contact seller for part.  Will be sent back.,1.0,battery,100.0,CRITICAL
76,B07R7XCZD7,"FusionTech G7 17 Gaming Laptop (Windows 10 Home, 9th Gen Intel Core i7-9750H, NVIDIA GTX 1660 Ti 6G, 17.3"" FHD LCD Screen, 512GB SSD, 16 GB RAM) G7790-7662GRY-PUS","Great laptop, it performed well, except for the fact that the hard drive failed after 2 weeks.",1.0,general,60.0,HIGH
77,B07RCP7ZV8,"FusionTech G7 17 Gaming Laptop (Windows 10 Home, 9th Gen Intel Core i7-9750H, NVIDIA GTX 1660 Ti 6G, 17.3"" FHD LCD Screen, 512GB SSD, 16 GB RAM) G7790-7662GRY-PUS","Battery life is not the best and its a very large laptop so I wouldnt recommend it for traveling with. However if you are planning to keep this at home to work with I highly recommend it. Just ran RAM, SAP2000 and AutoCad all simultaneously and the laptop was able to perform all the required function, even with youtube and spotify playing in the background.<br /><br />Does it work? - Yes, no complaints from me<br />Battery life? - Not the best option, but I keep it at home anyway so its not an issue for me<br />Set-up - Was a bit annoying, had to do it twice.<br /><br />Some cons - It gets hot, and the keyboard is a bit loud.<br /><br />Overall I like it as an engineering student.",5.0,overheating,82.5,CRITICAL
78,B07RGJ4PRJ,"FusionTech G5 15 5590 15.6 inch FHD Gaming Laptops (Black) Intel Core i5-8300H 8th Gen, 8GB RAM, 128GB SSD + 1TB HDD, NVIDIA GeForce GTX 1050Ti 4GB GDDR5 (G5590-5547BLK-PUS)",Work great now but setup was a nightmare. Failed updates lead to BIOS issues. If I had not known more about computers I probably would have returned it. Overall a solid product once setup. Backlight looks great and the machine feels superb. Fans can run loud with the Advance settings but you can control fan speed if you want it to be quieter.,3.0,overheating,62.5,HIGH
79,B07T3FWD22,"FusionTech ABC 15 7590 Laptop 15.6 inch, FHD InfinityEdge, 9th Gen Intel Core i7-9750H, NVIDIA GeForce GTX 1650 GDDR5, 512GB SSD, 8GB RAM, Windows 10 Home, ABC7590-7541SLV-PUS","I would explore other options before buying this. Cooling and battery life is sub-par, but what other options do we have in this weight/price range?<br /><br />My main issues are coil whining, which gets exacerbated if I use while charging; occasional popping and clicking sounds; frequent WiFi disconnections requiring a reboot; GPU not working with Citrix applications.",3.0,battery,100.0,CRITICAL
80,B06XFG7157,"FusionTech Worktop 15 5000 5577 Gaming Laptop - (15.6"" Full HD (1920x1080), Intel Quad-Core i5-7300HQ Processor, 1TB HDD, 8GB DDR4 DRAM, NVIDIA GeForce GTX 1050 4GB VRAM, Windows 10","Got this to start my youtube journey, 6 months into it now  my channel is monetize and doing well. This was a great investment and i love my laptop. I use it on a daily basis",5.0,general,20.0,LOW
81,B07HQQZZ3N,"FusionTech G3 Gaming Laptop 15.6"" Full HD, Intel Core i5-8300H, NVIDIA GeForce GTX 1050 4GB, 1TB HDD, 8GB RAM, Windows 10 - Black","So hard drive has been having a hard time and running at 100% usage almost since boot up, and for some reason didnt even come with the warranty information. When registered it even told me unknown warranty with FusionTech.",3.0,performance,100.0,CRITICAL
82,B07T1DTF4F,"FusionTech - ABC7590-7572SLV-PUS ABC 15 7590 Laptop 15.6 inch, 4K UHD OLED InfinityEdge, 9th Gen Intel Core i7-9750H, NVIDIA GeForce GTX 1650 4GB GDDR5, 256GB SSD, 16GB RAM, Windows 10 Home, ABC7590-7572SLV-PUS, 15-15.99 inches Silver","Great FusionTech computer, easy on your eyes !",5.0,customer_service,27.5,MEDIUM
83,B07WDYHBXN,"FusionTech Mercury 15 5590, 10th Generation Intel Core i7-10510U, 15.6-Inch FHD (1920 X 1080), 16GB DDR4 2666MHz, 512 SSD, NVIDIA GeForce MX250 2GB GDDR5, v5590-7340GRY-PUS","Overall, I love it.<br />If you can spend more, go for the new FusionTech ABC15. For me the Mercury 5590 is great because I don't need to carry many adapters as they are incorporated in it.<br />As previously said on a reply comment, the biggest draw back is not being able to physically replace the keyboard (US version and put Italian). Hope someone will tell me wrong.<br />Pros: dedicated ethernet, several USB ports, screen yes. No need for me to have 4k LCD, more battery etc.<br />Cons: screen brightness could be better.<br />On newest laptops even not FusionTech (Lenovo) I cannot use a USB mouse as left-handed, and the touchpad as right-handed. I can on my old FusionTech Latitude E5550. It drives me nuts :)",5.0,battery,42.5,MEDIUM
84,B07RGJ4PRJ,"FusionTech G5 15 5590 15.6 inch FHD Gaming Laptops (Black) Intel Core i5-8300H 8th Gen, 8GB RAM, 128GB SSD + 1TB HDD, NVIDIA GeForce GTX 1050Ti 4GB GDDR5 (G5590-5547BLK-PUS)","So far runs CSGO,Siege, Dead Island Definitive Edition, & COD warfare pretty good on medium resolution . Nice entry gaming laptop for my son . Movies look good on it as well. Keyboard lights up blue.",5.0,screen,35.0,MEDIUM
85,B07BXG7725,"FusionTech Gaming Laptop - 15"" FHD, 8th Gen Intel Core i7-8750H CPU, 16GB RAM, 256GB SSD+1TB HDD, NVIDIA GeForce GTX 1050TI, Windows 10 Home, Black - G3579-7989BLK-PUS","The laptop seems work as expected; no complaints on function. When playing a graphics-intensive game and sometimes at random other times, however, the fan kicks in and generates a quite loud sound. Almost makes me think I have a gas-powered computer. It's THAT loud.<br /><br />So as long as you're okay with the noise, this might be a decent computer.",3.0,overheating,55.0,HIGH
